-41.4087	-43.002	2.5101
-41.4087	-42.1419	2.78567
-41.4087	-41.2819	2.78803
-41.4087	-40.4218	2.63362
-41.4087	-39.5618	2.3134
-41.4087	-38.7018	1.80179
-41.4087	-37.8417	1.50031
-41.4087	-36.9817	1.16807
-41.4087	-36.1216	1.11504
-41.4087	-35.2616	0.789384
-41.4087	-34.4016	0.600636
-41.4087	-33.5415	0.249424
-41.4087	-32.6815	0.286394
-41.4087	-31.8214	0.187248
-41.4087	-30.9614	0.13608
-41.4087	-30.1014	-0.212226
-41.4087	-29.2413	-0.610144
-41.4087	-28.3813	-0.849316
-41.4087	-27.5212	-1.0656
-41.4087	-26.6612	-1.15
-41.4087	-25.8012	-1.35735
-41.4087	-24.9411	-1.46338
-41.4087	-24.0811	-1.52388
-41.4087	-23.2211	-1.07187
-41.4087	-22.361	-0.800482
-41.4087	-21.501	-0.268798
-41.4087	-20.6409	0.0103441
-41.4087	-19.7809	0.437096
-41.4087	-18.9209	0.977598
-41.4087	-18.0608	1.74999
-41.4087	-17.2008	2.62144
-41.4087	-16.3407	3.17779
-41.4087	-15.4807	3.51725
-41.4087	-14.6207	3.61567
-41.4087	-13.7606	3.90285
-41.4087	-12.9006	3.8519
-41.4087	-12.0405	3.86134
-41.4087	-11.1805	3.34631
-41.4087	-10.3205	2.91031
-41.4087	-9.46043	2.38539
-41.4087	-8.60039	2.07619
-41.4087	-7.74035	1.80196
-41.4087	-6.88031	1.4131
-41.4087	-6.02027	1.05483
-41.4087	-5.16023	0.600769
-41.4087	-4.3002	0.454844
-41.4087	-3.44016	0.207281
-41.4087	-2.58012	0.235157
-41.4087	-1.72008	-0.20133
-41.4087	-0.860039	-0.488492
-41.4087	0	-0.785647
-41.4087	0.860039	-0.813149
-41.4087	1.72008	-0.924229
-41.4087	2.58012	-1.04901
-41.4087	3.44016	-1.21362
-41.4087	4.3002	-1.30709
-41.4087	5.16023	-1.02386
-41.4087	6.02027	-0.820037
-41.4087	6.88031	-0.395644
-41.4087	7.74035	-0.230522
-41.4087	8.60039	0.16524
-41.4087	9.46043	0.402358
-41.4087	10.3205	1.20187
-41.4087	11.1805	1.90032
-41.4087	12.0405	2.59698
-41.4087	12.9006	2.94959
-41.4087	13.7606	3.11709
-41.4087	14.6207	3.31698
-41.4087	15.4807	3.34471
-41.4087	16.3407	3.40328
-41.4087	17.2008	3.0541
-41.4087	18.0608	2.69331
-41.4087	18.9209	1.98622
-41.4087	19.7809	1.73391
-41.4087	20.6409	1.33231
-41.4087	21.501	1.19563
-41.4087	22.361	0.743086
-41.4087	23.2211	0.352514
-41.4087	24.0811	0.0485025
-41.4087	24.9411	-0.131036
-41.4087	25.8012	-0.147064
-41.4087	26.6612	-0.419733
-41.4087	27.5212	-0.749368
-41.4087	28.3813	-1.18934
-41.4087	29.2413	-1.27512
-41.4087	30.1014	-1.54359
-41.4087	30.9614	-1.50751
-41.4087	31.8214	-1.83235
-41.4087	32.6815	-1.90638
-41.4087	33.5415	-1.80397
-41.4087	34.4016	-1.44477
-41.4087	35.2616	-1.076
-41.4087	36.1216	-0.840263
-41.4087	36.9817	-0.537034
-41.4087	37.8417	-0.300338
-41.4087	38.7018	0.353456
-41.4087	39.5618	0.959492
-41.4087	40.4218	1.74056
-41.4087	41.2819	2.0262
-41.4087	42.1419	2.36508
-40.5805	-43.002	2.27602
-40.5805	-42.1419	2.54313
-40.5805	-41.2819	2.55304
-40.5805	-40.4218	2.42168
-40.5805	-39.5618	2.13757
-40.5805	-38.7018	1.67081
-40.5805	-37.8417	1.41971
-40.5805	-36.9817	1.13735
-40.5805	-36.1216	1.12998
-40.5805	-35.2616	0.838007
-40.5805	-34.4016	0.668064
-40.5805	-33.5415	0.318981
-40.5805	-32.6815	0.34342
-40.5805	-31.8214	0.222613
-40.5805	-30.9614	0.15192
-40.5805	-30.1014	-0.202343
-40.5805	-29.2413	-0.586593
-40.5805	-28.3813	-0.795455
-40.5805	-27.5212	-0.976274
-40.5805	-26.6612	-1.03069
-40.5805	-25.8012	-1.2237
-40.5805	-24.9411	-1.33259
-40.5805	-24.0811	-1.41414
-40.5805	-23.2211	-0.998516
-40.5805	-22.361	-0.77634
-40.5805	-21.501	-0.297404
-40.5805	-20.6409	-0.0641438
-40.5805	-19.7809	0.331752
-40.5805	-18.9209	0.855413
-40.5805	-18.0608	1.61647
-40.5805	-17.2008	2.47365
-40.5805	-16.3407	3.0079
-40.5805	-15.4807	3.32236
-40.5805	-14.6207	3.39858
-40.5805	-13.7606	3.67384
-40.5805	-12.9006	3.62467
-40.5805	-12.0405	3.65049
-40.5805	-11.1805	3.16472
-40.5805	-10.3205	2.76775
-40.5805	-9.46043	2.28774
-40.5805	-8.60039	2.02602
-40.5805	-7.74035	1.79777
-40.5805	-6.88031	1.44817
-40.5805	-6.02027	1.11497
-40.5805	-5.16023	0.666435
-40.5805	-4.3002	0.504582
-40.5805	-3.44016	0.223289
-40.5805	-2.58012	0.214234
-40.5805	-1.72008	-0.244162
-40.5805	-0.860039	-0.523009
-40.5805	0	-0.780257
-40.5805	0.860039	-0.749419
-40.5805	1.72008	-0.801968
-40.5805	2.58012	-0.883991
-40.5805	3.44016	-1.02784
-40.5805	4.3002	-1.12254
-40.5805	5.16023	-0.857227
-40.5805	6.02027	-0.68228
-40.5805	6.88031	-0.292364
-40.5805	7.74035	-0.163336
-40.5805	8.60039	0.196678
-40.5805	9.46043	0.398124
-40.5805	10.3205	1.15997
-40.5805	11.1805	1.81641
-40.5805	12.0405	2.46753
-40.5805	12.9006	2.77538
-40.5805	13.7606	2.90436
-40.5805	14.6207	3.07737
-40.5805	15.4807	3.09488
-40.5805	16.3407	3.15946
-40.5805	17.2008	2.83141
-40.5805	18.0608	2.50414
-40.5805	18.9209	1.83879
-40.5805	19.7809	1.63224
-40.5805	20.6409	1.2768
-40.5805	21.501	1.18144
-40.5805	22.361	0.757622
-40.5805	23.2211	0.378894
-40.5805	24.0811	0.0675759
-40.5805	24.9411	-0.134808
-40.5805	25.8012	-0.178329
-40.5805	26.6612	-0.467611
-40.5805	27.5212	-0.789832
-40.5805	28.3813	-1.19557
-40.5805	29.2413	-1.22796
-40.5805	30.1014	-1.43936
-40.5805	30.9614	-1.35547
-40.5805	31.8214	-1.65176
-40.5805	32.6815	-1.71913
-40.5805	33.5415	-1.62979
-40.5805	34.4016	-1.30025
-40.5805	35.2616	-0.973291
-40.5805	36.1216	-0.785958
-40.5805	36.9817	-0.531896
-40.5805	37.8417	-0.33998
-40.5805	38.7018	0.275759
-40.5805	39.5618	0.846453
-40.5805	40.4218	1.59405
-40.5805	41.2819	1.84474
-40.5805	42.1419	2.1531
-39.7524	-43.002	2.07379
-39.7524	-42.1419	2.3168
-39.7524	-41.2819	2.31855
-39.7524	-40.4218	2.1948
-39.7524	-39.5618	1.93079
-39.7524	-38.7018	1.4929
-39.7524	-37.8417	1.27548
-39.7524	-36.9817	1.02543
-39.7524	-36.1216	1.04739
-39.7524	-35.2616	0.777265
-39.7524	-34.4016	0.621473
-39.7524	-33.5415	0.276579
-39.7524	-32.6815	0.296723
-39.7524	-31.8214	0.16727
-39.7524	-30.9614	0.09421
-39.7524	-30.1014	-0.2437
-39.7524	-29.2413	-0.584614
-39.7524	-28.3813	-0.725799
-39.7524	-27.5212	-0.82867
-39.7524	-26.6612	-0.81101
-39.7524	-25.8012	-0.955938
-39.7524	-24.9411	-1.05157
-39.7524	-24.0811	-1.15949
-39.7524	-23.2211	-0.801624
-39.7524	-22.361	-0.657082
-39.7524	-21.501	-0.257707
-39.7524	-20.6409	-0.0879035
-39.7524	-19.7809	0.272497
-39.7524	-18.9209	0.783817
-39.7524	-18.0608	1.53816
-39.7524	-17.2008	2.37946
-39.7524	-16.3407	2.88318
-39.7524	-15.4807	3.15949
-39.7524	-14.6207	3.19756
-39.7524	-13.7606	3.44416
-39.7524	-12.9006	3.38056
-39.7524	-12.0405	3.40706
-39.7524	-11.1805	2.9348
-39.7524	-10.3205	2.56042
-39.7524	-9.46043	2.10721
-39.7524	-8.60039	1.8728
-39.7524	-7.74035	1.67028
-39.7524	-6.88031	1.3442
-39.7524	-6.02027	1.02893
